Prediction,Target,acc,epoch,step,val_loss
0.0,2.119999885559082,0.15000000596046448,0,399,256175296.0
4.0,2.119999885559082,0.1599999964237213,1,799,379666464.0
4.0,2.119999885559082,0.1599999964237213,2,1199,505104672.0
4.0,2.119999885559082,0.1599999964237213,3,1599,286250144.0
