acc,epoch,step,val_loss
0.15000000596046448,0,24,492729024.0
0.15000000596046448,1,49,94007000.0
0.28999999165534973,2,74,15327409.0
0.1599999964237213,3,99,42543028.0
0.1599999964237213,4,124,83026176.0
0.15000000596046448,5,149,92332920.0
