acc,epoch,step,val_loss
0.25,0,24,937317504.0
0.28999999165534973,1,49,77688344.0
0.1599999964237213,2,74,101095824.0
0.25,3,99,24080166.0
0.15000000596046448,4,124,45208980.0
0.28999999165534973,5,149,106207200.0
0.1599999964237213,6,174,144387488.0
