acc,epoch,step,val_loss
0.15000000596046448,0,24,2.207303762435913
0.2800000011920929,1,49,1.5990391969680786
0.28999999165534973,2,74,1.9485526084899902
0.4099999964237213,3,99,1.3720409870147705
0.1599999964237213,4,124,2.636742353439331
