acc,epoch,step,val_loss
0.15000000596046448,0,24,1.9766310453414917
0.1599999964237213,1,49,2.0131752490997314
0.4300000071525574,2,74,1.4712460041046143
0.4699999988079071,3,99,1.5389378070831299
0.5199999809265137,4,124,1.3881399631500244
0.5899999737739563,5,149,1.3245673179626465
0.5799999833106995,6,174,0.9972231388092041
0.5199999809265137,7,199,1.4414950609207153
0.44999998807907104,8,224,1.953020453453064
0.4699999988079071,9,249,1.5383754968643188
