acc,epoch,step,val_loss
0.15000000596046448,0,24,1.616288185119629
0.15000000596046448,1,49,1.6197055578231812
0.15000000596046448,2,74,1.621848702430725
0.15000000596046448,3,99,1.6087032556533813
0.2199999988079071,4,124,1.5875016450881958
0.28999999165534973,5,149,1.5328480005264282
0.3100000023841858,6,174,1.4835513830184937
0.3499999940395355,7,199,1.4930143356323242
0.3799999952316284,8,224,1.4485126733779907
0.4099999964237213,9,249,1.4197250604629517
