acc,epoch,step,val_loss
0.15000000596046448,0,24,1.7053641080856323
0.1599999964237213,1,49,1.836867094039917
0.46000000834465027,2,74,1.3662409782409668
0.41999998688697815,3,99,1.3308944702148438
0.5,4,124,1.294114351272583
