acc,epoch,step,val_loss
0.15000000596046448,0,24,1.938962697982788
0.15000000596046448,1,49,2.3095645904541016
0.3199999928474426,2,74,1.781896948814392
0.44999998807907104,3,99,1.4612839221954346
0.47999998927116394,4,124,1.4056278467178345
0.47999998927116394,5,149,1.5295507907867432
0.4699999988079071,6,174,1.5255972146987915
0.49000000953674316,7,199,1.1948003768920898
0.47999998927116394,8,224,1.4790247678756714
0.44999998807907104,9,249,1.9590595960617065
