acc,epoch,step,val_loss
0.15000000596046448,0,24,1.8525274991989136
0.1599999964237213,1,49,1.6203209161758423
0.20999999344348907,2,74,1.598029375076294
0.2199999988079071,3,99,1.5821353197097778
0.27000001072883606,4,124,1.5667202472686768
